blacklist_id,type,value,reason,created_at
5337,MERCHANT,Merchant_1627236358_2178,Suspicious transactions detected for merchant Merchant_1627236358_2178,2025-01-01 13:08:48.073
5338,USER,xbrown8149@yahoo.com,Suspicious activity detected for user xbrown8149@yahoo.com,2025-06-09 09:51:48.080
5339,MERCHANT,Merchant_1448014748_2470,Suspicious transactions detected for merchant Merchant_1448014748_2470,2024-03-23 07:58:48.080
5340,MERCHANT,Merchant_1695047518_2024,Suspicious transactions detected for merchant Merchant_1695047518_2024,2025-01-11 18:01:48.083
5341,IP,222.131.2.226,IP address flagged for suspicious activity: 222.131.2.226,2025-01-11 11:20:48.090
5342,MERCHANT,Merchant_327056962_2971,Suspicious transactions detected for merchant Merchant_327056962_2971,2025-12-03 08:14:48.090
5343,USER,mergim_basha2026@hotmail.com,Suspicious activity detected for user mergim_basha2026@hotmail.com,2024-11-20 19:51:48.097
5344,IP,56.73.25.47,IP address flagged for suspicious activity: 56.73.25.47,2024-07-07 13:45:48.100
5345,IP,201.135.155.161,IP address flagged for suspicious activity: 201.135.155.161,2025-09-19 07:01:48.103
5346,USER,luan323@live.com,Suspicious activity detected for user luan323@live.com,2024-11-08 07:54:48.110
5347,MERCHANT,Merchant_1873151396_1337,Suspicious transactions detected for merchant Merchant_1873151396_1337,2026-02-02 01:59:48.113
5348,USER,omaloku2385@outlook.com,Suspicious activity detected for user omaloku2385@outlook.com,2024-03-02 00:52:48.117
5349,IP,26.135.216.12,IP address flagged for suspicious activity: 26.135.216.12,2024-04-11 15:29:48.123
5350,USER,jrrahmani849@outlook.com,Suspicious activity detected for user jrrahmani849@outlook.com,2024-04-28 00:09:48.127
5351,MERCHANT,Merchant_1302321688_519,Suspicious transactions detected for merchant Merchant_1302321688_519,2025-09-06 12:27:48.130
5352,IP,62.250.75.68,IP address flagged for suspicious activity: 62.250.75.68,2024-02-15 13:01:48.133
5353,MERCHANT,Merchant_1436076086_1933,Suspicious transactions detected for merchant Merchant_1436076086_1933,2025-08-01 12:56:48.137
5354,IP,163.56.57.30,IP address flagged for suspicious activity: 163.56.57.30,2024-08-24 19:55:48.143
5355,USER,petrit615@icloud.com,Suspicious activity detected for user petrit615@icloud.com,2025-03-06 11:00:48.147
5356,MERCHANT,Merchant_7949651_3349,Suspicious transactions detected for merchant Merchant_7949651_3349,2024-03-13 09:34:48.150
5357,MERCHANT,Merchant_1096426809_3817,Suspicious transactions detected for merchant Merchant_1096426809_3817,2025-06-06 16:29:48.150
5358,IP,239.138.108.238,IP address flagged for suspicious activity: 239.138.108.238,2024-12-03 09:57:48.157
5359,MERCHANT,Merchant_1932010874_134,Suspicious transactions detected for merchant Merchant_1932010874_134,2025-01-18 12:23:48.160
5360,MERCHANT,Merchant_831611921_3224,Suspicious transactions detected for merchant Merchant_831611921_3224,2024-03-23 14:05:48.160
5361,IP,124.151.191.192,IP address flagged for suspicious activity: 124.151.191.192,2025-10-12 19:41:48.167
5362,IP,35.191.107.157,IP address flagged for suspicious activity: 35.191.107.157,2025-11-30 19:14:48.170
5363,IP,140.119.227.25,IP address flagged for suspicious activity: 140.119.227.25,2024-08-11 07:03:48.177
5364,IP,61.245.154.212,IP address flagged for suspicious activity: 61.245.154.212,2025-05-30 23:03:48.180
5365,USER,naim_sahiti2026@outlook.com,Suspicious activity detected for user naim_sahiti2026@outlook.com,2025-10-21 15:17:48.187
5366,USER,pjackson2297@yahoo.com,Suspicious activity detected for user pjackson2297@yahoo.com,2025-09-14 12:18:48.190
5367,IP,150.83.80.138,IP address flagged for suspicious activity: 150.83.80.138,2025-07-24 05:03:48.197
5368,IP,91.130.197.200,IP address flagged for suspicious activity: 91.130.197.200,2024-04-18 02:32:48.200
5369,USER,blerina_gjoka2026@hotmail.com,Suspicious activity detected for user blerina_gjoka2026@hotmail.com,2025-04-11 09:17:48.203
5370,IP,122.141.76.91,IP address flagged for suspicious activity: 122.141.76.91,2024-07-25 10:22:48.210
5371,USER,xhevat.gonzalez6308@gmail.com,Suspicious activity detected for user xhevat.gonzalez6308@gmail.com,2025-03-20 13:27:48.213
5372,MERCHANT,Merchant_2143585324_801,Suspicious transactions detected for merchant Merchant_2143585324_801,2025-01-06 06:37:48.217
5373,MERCHANT,Merchant_672407809_420,Suspicious transactions detected for merchant Merchant_672407809_420,2024-11-21 18:36:48.220
5374,MERCHANT,Merchant_1493199019_866,Suspicious transactions detected for merchant Merchant_1493199019_866,2025-09-01 01:29:48.223
5375,IP,78.113.2.202,IP address flagged for suspicious activity: 78.113.2.202,2024-12-30 16:08:48.230
5376,MERCHANT,Merchant_746125816_1926,Suspicious transactions detected for merchant Merchant_746125816_1926,2025-11-09 06:13:48.230
5377,USER,jeton403@gmail.com,Suspicious activity detected for user jeton403@gmail.com,2024-07-16 19:48:48.237
5378,MERCHANT,Merchant_1244353868_3553,Suspicious transactions detected for merchant Merchant_1244353868_3553,2025-07-30 18:45:48.240
5379,MERCHANT,Merchant_288859668_1999,Suspicious transactions detected for merchant Merchant_288859668_1999,2024-05-26 23:49:48.240
5380,MERCHANT,Merchant_11652359_2587,Suspicious transactions detected for merchant Merchant_11652359_2587,2026-01-16 03:51:48.243
5381,MERCHANT,Merchant_471488174_4571,Suspicious transactions detected for merchant Merchant_471488174_4571,2024-02-23 15:21:48.247
5382,USER,hbeka4365@yahoo.com,Suspicious activity detected for user hbeka4365@yahoo.com,2025-03-11 01:15:48.250
5383,IP,174.47.9.161,IP address flagged for suspicious activity: 174.47.9.161,2025-01-07 04:07:48.257
5384,USER,pranvera583@live.com,Suspicious activity detected for user pranvera583@live.com,2025-06-29 04:27:48.263
5385,IP,202.181.253.141,IP address flagged for suspicious activity: 202.181.253.141,2024-10-07 17:03:48.267
5386,USER,drita.dedaj752@live.com,Suspicious activity detected for user drita.dedaj752@live.com,2024-05-22 14:54:48.270
5387,MERCHANT,Merchant_1744466077_824,Suspicious transactions detected for merchant Merchant_1744466077_824,2025-11-07 17:54:48.273
5388,IP,129.223.114.54,IP address flagged for suspicious activity: 129.223.114.54,2024-07-07 13:43:48.280
5389,MERCHANT,Merchant_586845303_2139,Suspicious transactions detected for merchant Merchant_586845303_2139,2024-02-22 22:53:48.283
5390,MERCHANT,Merchant_1230729230_3142,Suspicious transactions detected for merchant Merchant_1230729230_3142,2024-04-30 12:50:48.287
5391,USER,jon_jones2026@live.com,Suspicious activity detected for user jon_jones2026@live.com,2024-12-10 13:24:48.290
5392,MERCHANT,Merchant_2091931317_4129,Suspicious transactions detected for merchant Merchant_2091931317_4129,2024-02-22 03:02:48.293
5393,IP,221.72.90.9,IP address flagged for suspicious activity: 221.72.90.9,2025-04-28 13:06:48.300
5394,MERCHANT,Merchant_1864737944_4282,Suspicious transactions detected for merchant Merchant_1864737944_4282,2026-01-13 03:25:48.303
5395,MERCHANT,Merchant_777908046_1599,Suspicious transactions detected for merchant Merchant_777908046_1599,2025-06-04 18:16:48.307
5396,IP,213.208.175.112,IP address flagged for suspicious activity: 213.208.175.112,2024-03-10 01:12:48.310
5397,USER,mergim.taylor6004@protonmail.com,Suspicious activity detected for user mergim.taylor6004@protonmail.com,2025-12-02 13:56:48.317
5398,IP,61.89.182.21,IP address flagged for suspicious activity: 61.89.182.21,2024-05-05 05:38:48.320
5399,IP,178.23.254.18,IP address flagged for suspicious activity: 178.23.254.18,2025-04-24 16:29:48.327
5400,USER,granit647@yahoo.com,Suspicious activity detected for user granit647@yahoo.com,2025-07-09 19:37:48.330
5401,MERCHANT,Merchant_1678868849_4335,Suspicious transactions detected for merchant Merchant_1678868849_4335,2024-12-19 13:29:48.333
5402,MERCHANT,Merchant_1467346367_237,Suspicious transactions detected for merchant Merchant_1467346367_237,2024-07-19 08:21:48.337
5403,MERCHANT,Merchant_1885098897_4891,Suspicious transactions detected for merchant Merchant_1885098897_4891,2025-08-25 10:59:48.340
5404,USER,dsmith3121@outlook.com,Suspicious activity detected for user dsmith3121@outlook.com,2025-08-22 04:37:48.343
5405,USER,era_thomas2026@live.com,Suspicious activity detected for user era_thomas2026@live.com,2024-03-08 10:09:48.347
5406,IP,177.228.125.236,IP address flagged for suspicious activity: 177.228.125.236,2025-09-19 12:11:48.353
5407,MERCHANT,Merchant_1613793392_3101,Suspicious transactions detected for merchant Merchant_1613793392_3101,2024-12-02 18:01:48.357
5408,MERCHANT,Merchant_1511597558_3002,Suspicious transactions detected for merchant Merchant_1511597558_3002,2025-11-24 01:34:48.360
5409,USER,fitim_rama2026@icloud.com,Suspicious activity detected for user fitim_rama2026@icloud.com,2024-04-02 02:49:48.363
5410,IP,187.64.52.105,IP address flagged for suspicious activity: 187.64.52.105,2024-06-03 09:54:48.370
5411,MERCHANT,Merchant_615230522_2321,Suspicious transactions detected for merchant Merchant_615230522_2321,2024-03-11 02:58:48.370
5412,IP,251.154.126.176,IP address flagged for suspicious activity: 251.154.126.176,2025-09-19 06:42:48.377
5413,USER,ohoti8901@aol.com,Suspicious activity detected for user ohoti8901@aol.com,2025-04-17 20:02:48.380
5414,MERCHANT,Merchant_148647551_3647,Suspicious transactions detected for merchant Merchant_148647551_3647,2026-01-12 11:14:48.383
5415,USER,ilir895@live.com,Suspicious activity detected for user ilir895@live.com,2024-09-17 21:23:48.390
5416,USER,ibrahim247@protonmail.com,Suspicious activity detected for user ibrahim247@protonmail.com,2024-03-14 16:51:48.393
5417,MERCHANT,Merchant_1923924631_2877,Suspicious transactions detected for merchant Merchant_1923924631_2877,2024-03-18 12:14:48.393
5418,USER,mberisha9977@gmail.com,Suspicious activity detected for user mberisha9977@gmail.com,2025-01-19 17:58:48.400
5419,IP,212.60.144.139,IP address flagged for suspicious activity: 212.60.144.139,2025-03-01 23:41:48.403
5420,IP,112.147.44.46,IP address flagged for suspicious activity: 112.147.44.46,2025-02-01 21:36:48.410
5421,USER,ataylor4953@live.com,Suspicious activity detected for user ataylor4953@live.com,2025-04-23 04:59:48.413
5422,USER,valon287@hotmail.com,Suspicious activity detected for user valon287@hotmail.com,2024-09-07 10:41:48.420
5423,MERCHANT,Merchant_1285201486_2699,Suspicious transactions detected for merchant Merchant_1285201486_2699,2025-08-24 05:26:48.420
5424,USER,shprese_brown2026@gmail.com,Suspicious activity detected for user shprese_brown2026@gmail.com,2025-03-16 23:19:48.427
5425,USER,mshala945@gmail.com,Suspicious activity detected for user mshala945@gmail.com,2025-04-21 23:32:48.430
5426,MERCHANT,Merchant_373492046_696,Suspicious transactions detected for merchant Merchant_373492046_696,2024-09-10 01:29:48.433
5427,USER,klea779@gmail.com,Suspicious activity detected for user klea779@gmail.com,2025-05-04 20:47:48.437
5428,MERCHANT,Merchant_1052347589_181,Suspicious transactions detected for merchant Merchant_1052347589_181,2026-01-29 01:32:48.440
5429,USER,handerson6397@outlook.com,Suspicious activity detected for user handerson6397@outlook.com,2025-11-06 05:25:48.443
5430,IP,110.196.121.190,IP address flagged for suspicious activity: 110.196.121.190,2024-05-15 18:05:48.447
5431,USER,fitim_hoxha2026@icloud.com,Suspicious activity detected for user fitim_hoxha2026@icloud.com,2024-02-11 14:42:48.450
5432,USER,blerina_pllana2026@yahoo.com,Suspicious activity detected for user blerina_pllana2026@yahoo.com,2024-11-08 22:33:48.457
5433,USER,granit487@hotmail.com,Suspicious activity detected for user granit487@hotmail.com,2024-08-03 02:07:48.460
5434,MERCHANT,Merchant_902017867_3133,Suspicious transactions detected for merchant Merchant_902017867_3133,2025-05-23 22:29:48.463
5435,IP,117.135.110.148,IP address flagged for suspicious activity: 117.135.110.148,2024-08-31 20:46:48.467
5436,USER,tringa535@live.com,Suspicious activity detected for user tringa535@live.com,2025-10-29 14:36:48.470
5437,USER,sgjoka5613@gmail.com,Suspicious activity detected for user sgjoka5613@gmail.com,2025-06-23 10:48:48.477
5438,USER,arta.sahiti5972@protonmail.com,Suspicious activity detected for user arta.sahiti5972@protonmail.com,2024-06-11 11:56:48.480
5439,MERCHANT,Merchant_14805554_3926,Suspicious transactions detected for merchant Merchant_14805554_3926,2025-09-06 03:04:48.483
5440,MERCHANT,Merchant_1742685771_4963,Suspicious transactions detected for merchant Merchant_1742685771_4963,2025-11-04 05:15:48.487
5441,MERCHANT,Merchant_894640232_4159,Suspicious transactions detected for merchant Merchant_894640232_4159,2025-07-21 22:16:48.490
5442,USER,trim183@hotmail.com,Suspicious activity detected for user trim183@hotmail.com,2025-11-02 00:26:48.493
5443,USER,valmir.brown9200@live.com,Suspicious activity detected for user valmir.brown9200@live.com,2024-06-23 04:23:48.500
5444,IP,169.214.51.225,IP address flagged for suspicious activity: 169.214.51.225,2024-10-13 00:41:48.503
5445,USER,xbrown2785@live.com,Suspicious activity detected for user xbrown2785@live.com,2024-03-06 22:11:48.507
5446,IP,176.236.94.43,IP address flagged for suspicious activity: 176.236.94.43,2025-07-31 19:04:48.513
5447,IP,220.221.235.4,IP address flagged for suspicious activity: 220.221.235.4,2026-01-26 16:19:48.517
5448,MERCHANT,Merchant_748539119_4501,Suspicious transactions detected for merchant Merchant_748539119_4501,2025-08-30 15:11:48.520
5449,IP,213.132.17.201,IP address flagged for suspicious activity: 213.132.17.201,2025-09-12 19:40:48.523
5450,USER,ilir423@hotmail.com,Suspicious activity detected for user ilir423@hotmail.com,2024-05-30 14:54:48.530
5451,USER,petrit_johnson2026@outlook.com,Suspicious activity detected for user petrit_johnson2026@outlook.com,2025-10-10 00:48:48.533
5452,USER,valon_gashi2026@protonmail.com,Suspicious activity detected for user valon_gashi2026@protonmail.com,2025-11-11 14:26:48.537
5453,MERCHANT,Merchant_2012485651_3365,Suspicious transactions detected for merchant Merchant_2012485651_3365,2025-02-25 17:21:48.540
5454,USER,kushtrim447@protonmail.com,Suspicious activity detected for user kushtrim447@protonmail.com,2024-03-22 11:16:48.543
5455,USER,fitim.anderson2256@live.com,Suspicious activity detected for user fitim.anderson2256@live.com,2025-09-02 19:50:48.550
5456,MERCHANT,Merchant_215800978_1079,Suspicious transactions detected for merchant Merchant_215800978_1079,2024-04-14 21:05:48.550
5457,MERCHANT,Merchant_1320996561_644,Suspicious transactions detected for merchant Merchant_1320996561_644,2025-01-28 11:44:48.553
5458,IP,65.48.186.115,IP address flagged for suspicious activity: 65.48.186.115,2025-07-07 06:14:48.557
5459,MERCHANT,Merchant_440007446_3089,Suspicious transactions detected for merchant Merchant_440007446_3089,2024-06-07 04:50:48.560
5460,MERCHANT,Merchant_1992940372_2626,Suspicious transactions detected for merchant Merchant_1992940372_2626,2024-08-05 09:01:48.563
5461,IP,48.206.117.102,IP address flagged for suspicious activity: 48.206.117.102,2025-11-10 01:25:48.567
5462,USER,kanderson5377@outlook.com,Suspicious activity detected for user kanderson5377@outlook.com,2025-10-22 08:10:48.570
5463,IP,220.221.235.4,IP address flagged for suspicious activity: 220.221.235.4,2024-11-27 10:16:48.577
5464,USER,umaliqi9557@aol.com,Suspicious activity detected for user umaliqi9557@aol.com,2024-04-01 00:44:48.580
5465,USER,drita.hoxha2856@protonmail.com,Suspicious activity detected for user drita.hoxha2856@protonmail.com,2024-07-23 00:05:48.587
5466,IP,17.72.21.47,IP address flagged for suspicious activity: 17.72.21.47,2024-10-22 02:21:48.590
5467,IP,74.231.185.122,IP address flagged for suspicious activity: 74.231.185.122,2024-12-21 17:07:48.597
5468,MERCHANT,Merchant_1997165009_692,Suspicious transactions detected for merchant Merchant_1997165009_692,2024-04-08 14:11:48.600
5469,IP,229.77.229.125,IP address flagged for suspicious activity: 229.77.229.125,2025-10-08 22:49:48.603
5470,IP,72.215.80.248,IP address flagged for suspicious activity: 72.215.80.248,2024-10-25 16:38:48.607
5471,MERCHANT,Merchant_1747218194_2805,Suspicious transactions detected for merchant Merchant_1747218194_2805,2024-04-30 20:53:48.610
5472,IP,14.190.162.193,IP address flagged for suspicious activity: 14.190.162.193,2025-03-26 23:48:48.617
5473,USER,agim_sahiti2026@outlook.com,Suspicious activity detected for user agim_sahiti2026@outlook.com,2026-01-16 05:14:48.620
5474,IP,212.119.140.191,IP address flagged for suspicious activity: 212.119.140.191,2024-06-13 19:53:48.627
5475,MERCHANT,Merchant_1722800896_4786,Suspicious transactions detected for merchant Merchant_1722800896_4786,2025-11-19 09:53:48.630
5476,MERCHANT,Merchant_1911701110_1677,Suspicious transactions detected for merchant Merchant_1911701110_1677,2024-11-29 00:14:48.633
5477,IP,99.28.148.221,IP address flagged for suspicious activity: 99.28.148.221,2025-02-19 16:23:48.640
5478,IP,129.202.51.96,IP address flagged for suspicious activity: 129.202.51.96,2024-04-15 14:20:48.643
5479,MERCHANT,Merchant_2016467241_2446,Suspicious transactions detected for merchant Merchant_2016467241_2446,2025-09-21 23:11:48.647
5480,IP,198.12.217.135,IP address flagged for suspicious activity: 198.12.217.135,2024-05-08 08:05:48.653
5481,MERCHANT,Merchant_346297355_4290,Suspicious transactions detected for merchant Merchant_346297355_4290,2026-02-07 15:51:48.657
5482,USER,rigon11@gmail.com,Suspicious activity detected for user rigon11@gmail.com,2025-09-03 19:50:48.663
5483,USER,elton_shala2026@gmail.com,Suspicious activity detected for user elton_shala2026@gmail.com,2025-03-23 12:14:48.670
5484,IP,49.5.208.178,IP address flagged for suspicious activity: 49.5.208.178,2026-01-28 03:37:48.677
5485,IP,30.10.248.196,IP address flagged for suspicious activity: 30.10.248.196,2026-01-04 10:59:48.683
5486,MERCHANT,Merchant_989741077_3145,Suspicious transactions detected for merchant Merchant_989741077_3145,2025-08-03 07:39:48.687
5487,IP,226.190.193.241,IP address flagged for suspicious activity: 226.190.193.241,2024-12-17 18:18:48.690
5488,MERCHANT,Merchant_15845415_2519,Suspicious transactions detected for merchant Merchant_15845415_2519,2024-07-25 07:58:48.693
5489,MERCHANT,Merchant_274806815_4073,Suspicious transactions detected for merchant Merchant_274806815_4073,2025-09-21 07:02:48.697
5490,USER,emoore4361@protonmail.com,Suspicious activity detected for user emoore4361@protonmail.com,2025-10-24 04:07:48.703
5491,USER,zamir_sahiti2026@live.com,Suspicious activity detected for user zamir_sahiti2026@live.com,2025-11-21 18:08:48.707
5492,IP,80.231.240.4,IP address flagged for suspicious activity: 80.231.240.4,2024-03-09 21:41:48.713
5493,USER,zrrahmani169@live.com,Suspicious activity detected for user zrrahmani169@live.com,2025-06-04 12:59:48.720
5494,USER,kgarcia4741@outlook.com,Suspicious activity detected for user kgarcia4741@outlook.com,2025-12-06 14:21:48.723
5495,USER,rdavis2133@hotmail.com,Suspicious activity detected for user rdavis2133@hotmail.com,2024-08-07 14:29:48.730
5496,USER,yll359@yahoo.com,Suspicious activity detected for user yll359@yahoo.com,2024-04-26 23:53:48.733
5497,USER,jmartinez9025@gmail.com,Suspicious activity detected for user jmartinez9025@gmail.com,2025-05-27 12:38:48.740
5498,IP,108.159.130.26,IP address flagged for suspicious activity: 108.159.130.26,2024-08-24 02:08:48.747
5499,USER,elton_lopez2026@outlook.com,Suspicious activity detected for user elton_lopez2026@outlook.com,2025-03-28 15:15:48.750
5500,IP,150.182.189.136,IP address flagged for suspicious activity: 150.182.189.136,2025-05-22 01:55:48.760
5501,MERCHANT,Merchant_597733647_4643,Suspicious transactions detected for merchant Merchant_597733647_4643,2025-04-10 05:36:48.760
5502,USER,zdavis9545@live.com,Suspicious activity detected for user zdavis9545@live.com,2025-01-30 23:20:48.767
5503,USER,agim.basha968@yahoo.com,Suspicious activity detected for user agim.basha968@yahoo.com,2024-09-10 04:35:48.770
5504,MERCHANT,Merchant_604223341_2437,Suspicious transactions detected for merchant Merchant_604223341_2437,2024-05-28 08:44:48.773
5505,IP,224.10.103.105,IP address flagged for suspicious activity: 224.10.103.105,2024-08-27 22:01:48.780
5506,IP,69.39.220.159,IP address flagged for suspicious activity: 69.39.220.159,2025-02-22 14:38:48.787
5507,MERCHANT,Merchant_494203964_1297,Suspicious transactions detected for merchant Merchant_494203964_1297,2024-05-31 03:16:48.790
5508,IP,163.147.148.18,IP address flagged for suspicious activity: 163.147.148.18,2025-12-15 03:58:48.793
5509,MERCHANT,Merchant_1740335800_445,Suspicious transactions detected for merchant Merchant_1740335800_445,2024-04-17 06:24:48.797
5510,USER,olti_gjoka2026@outlook.com,Suspicious activity detected for user olti_gjoka2026@outlook.com,2024-05-03 11:33:48.803
5511,USER,jeta.rodriguez9972@outlook.com,Suspicious activity detected for user jeta.rodriguez9972@outlook.com,2024-11-22 21:59:48.807
5512,MERCHANT,Merchant_1110533002_1588,Suspicious transactions detected for merchant Merchant_1110533002_1588,2024-04-29 07:09:48.810
5513,USER,granit_wilson2026@icloud.com,Suspicious activity detected for user granit_wilson2026@icloud.com,2024-07-02 04:23:48.817
5514,USER,shkumbin.thaçi3636@live.com,Suspicious activity detected for user shkumbin.thaçi3636@live.com,2024-09-28 16:50:48.820
5515,USER,mergim.martinez6092@hotmail.com,Suspicious activity detected for user mergim.martinez6092@hotmail.com,2024-11-26 08:03:48.827
5516,USER,jon.leka3568@outlook.com,Suspicious activity detected for user jon.leka3568@outlook.com,2025-01-27 19:44:48.830
5517,IP,241.176.221.231,IP address flagged for suspicious activity: 241.176.221.231,2025-05-16 00:28:48.837
5518,IP,90.83.142.244,IP address flagged for suspicious activity: 90.83.142.244,2024-02-28 03:22:48.840
5519,MERCHANT,Merchant_10547557_4392,Suspicious transactions detected for merchant Merchant_10547557_4392,2025-11-29 03:17:48.843
5520,MERCHANT,Merchant_348355356_2357,Suspicious transactions detected for merchant Merchant_348355356_2357,2025-08-08 13:43:48.847
5521,IP,1.254.91.247,IP address flagged for suspicious activity: 1.254.91.247,2025-07-02 08:53:48.850
5522,MERCHANT,Merchant_712309027_2759,Suspicious transactions detected for merchant Merchant_712309027_2759,2025-04-26 01:14:48.850
5523,USER,xhemail.rodriguez4720@gmail.com,Suspicious activity detected for user xhemail.rodriguez4720@gmail.com,2025-08-14 07:09:48.857
5524,IP,218.231.151.154,IP address flagged for suspicious activity: 218.231.151.154,2025-10-23 06:35:48.860
5525,IP,244.66.118.225,IP address flagged for suspicious activity: 244.66.118.225,2024-03-10 23:50:48.863
5526,MERCHANT,Merchant_65436588_2501,Suspicious transactions detected for merchant Merchant_65436588_2501,2024-09-23 09:28:48.867
5527,USER,mkamberi3225@icloud.com,Suspicious activity detected for user mkamberi3225@icloud.com,2025-06-09 18:51:48.870
5528,USER,luan_hoxha2026@hotmail.com,Suspicious activity detected for user luan_hoxha2026@hotmail.com,2025-04-01 11:15:48.877
5529,USER,teuta_sahiti2026@aol.com,Suspicious activity detected for user teuta_sahiti2026@aol.com,2024-08-25 13:04:48.880
5530,USER,pajtim583@icloud.com,Suspicious activity detected for user pajtim583@icloud.com,2025-10-02 13:34:48.883
5531,IP,238.218.63.154,IP address flagged for suspicious activity: 238.218.63.154,2024-10-13 23:52:48.890
5532,MERCHANT,Merchant_469579613_3599,Suspicious transactions detected for merchant Merchant_469579613_3599,2024-04-09 15:26:48.890
5533,USER,mimoza_gjoka2026@gmail.com,Suspicious activity detected for user mimoza_gjoka2026@gmail.com,2025-10-10 11:29:48.897
5534,IP,61.226.129.249,IP address flagged for suspicious activity: 61.226.129.249,2025-06-07 14:39:48.900
5535,MERCHANT,Merchant_2124996470_1819,Suspicious transactions detected for merchant Merchant_2124996470_1819,2024-12-22 00:56:48.903
5536,IP,149.182.235.25,IP address flagged for suspicious activity: 149.182.235.25,2025-09-14 18:04:48.907
5537,IP,206.160.13.180,IP address flagged for suspicious activity: 206.160.13.180,2024-03-07 18:08:48.910
5538,MERCHANT,Merchant_268313033_2162,Suspicious transactions detected for merchant Merchant_268313033_2162,2024-05-06 19:34:48.913
5539,MERCHANT,Merchant_471754534_4356,Suspicious transactions detected for merchant Merchant_471754534_4356,2024-04-21 23:42:48.917
5540,IP,8.156.244.87,IP address flagged for suspicious activity: 8.156.244.87,2025-06-23 12:12:48.920
5541,MERCHANT,Merchant_1743104254_4773,Suspicious transactions detected for merchant Merchant_1743104254_4773,2025-01-28 21:42:48.923
5542,IP,73.239.14.215,IP address flagged for suspicious activity: 73.239.14.215,2025-08-03 18:46:48.927
5543,MERCHANT,Merchant_1510649058_1530,Suspicious transactions detected for merchant Merchant_1510649058_1530,2026-02-03 02:50:48.930
5544,USER,teuta959@outlook.com,Suspicious activity detected for user teuta959@outlook.com,2024-08-08 07:35:48.933
5545,MERCHANT,Merchant_1362932258_2281,Suspicious transactions detected for merchant Merchant_1362932258_2281,2025-03-25 08:28:48.937
5546,IP,131.58.38.10,IP address flagged for suspicious activity: 131.58.38.10,2024-10-11 09:51:48.940
5547,IP,167.229.128.33,IP address flagged for suspicious activity: 167.229.128.33,2024-09-12 18:05:48.943
5548,USER,olti_shala2026@yahoo.com,Suspicious activity detected for user olti_shala2026@yahoo.com,2024-03-16 00:33:48.950
5549,IP,3.151.69.63,IP address flagged for suspicious activity: 3.151.69.63,2025-06-08 18:34:48.953
5550,IP,191.223.165.74,IP address flagged for suspicious activity: 191.223.165.74,2025-09-16 08:40:48.957
5551,USER,luan.garcia5480@live.com,Suspicious activity detected for user luan.garcia5480@live.com,2025-03-24 18:08:48.960
5552,IP,243.216.144.241,IP address flagged for suspicious activity: 243.216.144.241,2025-11-28 15:42:48.967
5553,USER,urim.lopez3756@aol.com,Suspicious activity detected for user urim.lopez3756@aol.com,2025-05-24 08:00:48.970
5554,MERCHANT,Merchant_122064521_1047,Suspicious transactions detected for merchant Merchant_122064521_1047,2025-03-14 07:32:48.973
5555,MERCHANT,Merchant_1615970238_3363,Suspicious transactions detected for merchant Merchant_1615970238_3363,2025-03-14 22:57:48.973
5556,MERCHANT,Merchant_872198487_3809,Suspicious transactions detected for merchant Merchant_872198487_3809,2024-07-03 14:19:48.977
5557,USER,migjen.martin4584@protonmail.com,Suspicious activity detected for user migjen.martin4584@protonmail.com,2025-12-25 18:23:48.980
5558,IP,62.151.175.190,IP address flagged for suspicious activity: 62.151.175.190,2024-08-06 21:28:48.983
5559,USER,xhevat.maliqi1204@hotmail.com,Suspicious activity detected for user xhevat.maliqi1204@hotmail.com,2025-04-05 08:28:48.990
5560,MERCHANT,Merchant_2022166339_1200,Suspicious transactions detected for merchant Merchant_2022166339_1200,2024-02-22 16:18:48.990
5561,MERCHANT,Merchant_710687297_300,Suspicious transactions detected for merchant Merchant_710687297_300,2025-03-23 22:52:48.993
5562,MERCHANT,Merchant_756025652_557,Suspicious transactions detected for merchant Merchant_756025652_557,2025-09-14 01:04:48.993
5563,MERCHANT,Merchant_597850362_435,Suspicious transactions detected for merchant Merchant_597850362_435,2024-10-09 08:21:48.997
5564,USER,pranvera.morina304@protonmail.com,Suspicious activity detected for user pranvera.morina304@protonmail.com,2024-02-25 04:11:49.000
5565,IP,240.210.241.122,IP address flagged for suspicious activity: 240.210.241.122,2025-12-31 09:18:49.010
5566,IP,237.10.138.7,IP address flagged for suspicious activity: 237.10.138.7,2025-09-11 21:00:49.013
5567,MERCHANT,Merchant_1328817947_357,Suspicious transactions detected for merchant Merchant_1328817947_357,2024-06-21 04:16:49.013
5568,IP,116.63.89.191,IP address flagged for suspicious activity: 116.63.89.191,2024-05-14 10:55:49.020
5569,MERCHANT,Merchant_2127463714_3261,Suspicious transactions detected for merchant Merchant_2127463714_3261,2025-05-05 12:24:49.020
5570,USER,flamur.jones1092@icloud.com,Suspicious activity detected for user flamur.jones1092@icloud.com,2024-04-19 18:59:49.023
5571,MERCHANT,Merchant_1666872255_4739,Suspicious transactions detected for merchant Merchant_1666872255_4739,2024-10-07 16:59:49.027
5572,USER,jeta503@live.com,Suspicious activity detected for user jeta503@live.com,2025-04-25 20:23:49.030
5573,USER,besnik891@yahoo.com,Suspicious activity detected for user besnik891@yahoo.com,2024-12-09 08:43:49.033
5574,USER,ppajaziti5809@gmail.com,Suspicious activity detected for user ppajaziti5809@gmail.com,2025-11-11 15:37:49.037
