account_id,user_id,iban,balance,currency,account_type,status,created_at
18591,368,AL65720672787544204934,39233.37,GBP,SAVINGS,FROZEN,2026-02-08 18:49:33.383
18592,7631,AL78668044183708074935,35410.70,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.390
18593,2803,AL53489286280643864936,16235.55,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.397
18594,3467,AL92511185591542784937,64607.40,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:33.400
18595,5660,AL70103593358469204938,37526.13,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.407
18596,2368,AL50428072387209284939,31181.71,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.410
18597,1423,AL29160823629639264940,28525.13,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.417
18598,182,AL50350731260685834941,6126.42,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.423
18599,6791,AL50328494350362414942,51681.74,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.427
18600,105,AL16239360696884784943,69607.08,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.430
18601,4741,AL59097994332744914944,52277.49,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.433
18602,7120,AL23290271341448154945,7886.31,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.440
18603,6137,AL32093541314137294946,89945.28,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.443
18604,9849,AL49188927784171764947,75903.46,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.450
18605,1671,AL46528576697895374948,69061.83,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.450
18606,1029,AL17634512825028974949,30274.61,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.460
18607,2578,AL41197341499567244950,12449.01,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.463
18608,5479,AL51370210809092114951,34681.04,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.467
18609,1498,AL91562074077956964952,58660.87,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.470
18610,8420,AL61995586626590374953,87858.73,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.477
18611,8480,AL53420995840279474954,50006.92,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:33.480
18612,7880,AL58263412728121514955,90608.82,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.483
18613,877,AL19697568636831024956,73191.67,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.490
18614,5269,AL71775823692434554957,30567.34,GBP,SAVINGS,FROZEN,2026-02-08 18:49:33.497
18615,241,AL17522292223585504958,27515.59,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.500
18616,1686,AL26646613217749984959,7749.20,EUR,BUSINESS,FROZEN,2026-02-08 18:49:33.507
18617,8743,AL15556301600557124960,12304.34,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.510
18618,7989,AL78035499745807634961,3160.55,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.513
18619,6445,AL75480251674570344962,59462.65,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.517
18620,2166,AL47812194655918424963,794.84,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:33.523
18621,3114,AL54341699686258794964,28610.25,EUR,STANDARD,FROZEN,2026-02-08 18:49:33.527
18622,2921,AL30529048334317394965,8812.61,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.533
18623,140,AL32554761788583714966,7693.97,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.537
18624,2080,AL04330945226131944967,12102.23,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.540
18625,9853,AL99695432668293284968,32423.67,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.547
18626,1539,AL61937926255816274969,21579.09,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.550
18627,7319,AL19972934885448874970,98764.08,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.553
18628,3085,AL04715952871384824971,72681.46,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.557
18629,6437,AL90219723238053644972,10707.79,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.563
18630,3630,AL05791155267028174973,27043.38,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.570
18631,2192,AL64245100254398064974,93238.34,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.577
18632,1117,AL05834664982519494975,67504.95,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.580
18633,4973,AL39706324657480784976,51238.51,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.587
18634,1872,AL74778121419701184977,57176.81,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:33.590
18635,8571,AL03150711387591304978,76168.06,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.600
18636,7940,AL61956245511056654979,17744.03,USD,SAVINGS,ACTIVE,2026-02-08 18:49:33.603
18637,7267,AL93431797935076644980,60822.35,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.607
18638,343,AL54346374413483374981,53201.28,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.610
18639,3291,AL12700671490004684982,60497.32,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.617
18640,5318,AL78752995193762244983,29022.99,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.620
18641,6334,AL69337010690236384984,63814.00,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.623
18642,9239,AL81202528696975144985,19806.65,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.630
18643,4246,AL67758229219388904986,94202.59,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.633
18644,4667,AL46264861620966434987,27929.52,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.637
18645,4729,AL95821433844365724988,74109.04,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:33.640
18646,2080,AL07602798121521464989,79411.81,GBP,SAVINGS,FROZEN,2026-02-08 18:49:33.647
18647,1017,AL45790494689830674990,40091.61,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.650
18648,9070,AL79324001792375734991,20038.97,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.657
18649,6322,AL20459967152018814992,10782.24,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:33.663
18650,9622,AL72180279262786764993,45042.79,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.667
18651,9784,AL06623286422192574994,632.05,USD,BUSINESS,FROZEN,2026-02-08 18:49:33.673
18652,8730,AL93617071900359284995,67180.84,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.677
18653,5590,AL64972540411641594996,10260.77,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.680
18654,6983,AL86092374678338354997,62986.11,USD,SAVINGS,ACTIVE,2026-02-08 18:49:33.687
18655,460,AL44142539279434314998,16760.75,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.690
18656,86,AL04627047558703314999,3851.05,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.697
18657,727,AL10152584637635575000,14409.43,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.700
18658,6409,AL77430372653626995001,4608.00,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.707
18659,1952,AL88515741508951005002,87652.80,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.710
18660,4181,AL09834546817300275003,6209.18,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:33.717
18661,1817,AL93885837726012545004,92788.47,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.720
18662,8798,AL81405577000644915005,11639.17,EUR,BUSINESS,FROZEN,2026-02-08 18:49:33.727
18663,5827,AL73158883714204865006,42987.68,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.730
18664,652,AL59063196069155595007,89856.40,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:33.737
18665,3125,AL72911981291946295008,42780.36,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.740
18666,8105,AL21734545786018525009,5701.90,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.743
18667,3366,AL54679428180929115010,71131.58,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.750
18668,5173,AL08963329449597775011,93455.10,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.753
18669,914,AL96867976277110225012,35871.80,USD,SAVINGS,ACTIVE,2026-02-08 18:49:33.757
18670,85,AL62763523531015845013,61981.05,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.760
18671,3380,AL15806578623690665014,97442.61,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.767
18672,5928,AL02702334038063405015,832.10,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.770
18673,8994,AL15286052178002065016,18599.21,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.773
18674,7008,AL22254319909310845017,7486.11,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.780
18675,8135,AL20704334001932755018,8081.52,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.783
18676,6850,AL57023233984468975019,7600.29,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.790
18677,9896,AL43723172861727065020,43280.58,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.793
18678,3960,AL30463624225519035021,46569.31,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.800
18679,299,AL18785183643711685022,7981.55,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.803
18680,1511,AL41171666844696575023,99193.10,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.807
18681,376,AL36247534594343415024,42753.94,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:33.810
18682,7528,AL60206866042721845025,15305.89,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.820
18683,1447,AL34301879819381205026,58307.57,USD,SAVINGS,ACTIVE,2026-02-08 18:49:33.827
18684,34,AL04517403368100485027,31792.31,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.833
18685,7532,AL92118219748106765028,84687.63,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.840
18686,5226,AL70773014026944065029,67873.66,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.847
18687,8185,AL70264376240207375030,9387.04,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.857
18688,6779,AL14460266309975985031,26731.55,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.860
18689,773,AL84118901669843175032,17152.72,USD,STANDARD,FROZEN,2026-02-08 18:49:33.867
18690,6084,AL22183314151340035033,72169.89,USD,STANDARD,FROZEN,2026-02-08 18:49:33.870
18691,370,AL02529870461709895034,53774.75,EUR,STANDARD,FROZEN,2026-02-08 18:49:33.877
18692,6388,AL09142285322362015035,41278.56,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.880
18693,5360,AL30149959151055255036,57514.51,CHF,SAVINGS,FROZEN,2026-02-08 18:49:33.883
18694,5952,AL17847052144183085037,32300.89,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.890
18695,6858,AL96987111902292565038,70004.37,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.893
18696,9900,AL44923654584914305039,20806.20,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.900
18697,8449,AL82774255818222815040,36005.35,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.903
18698,3181,AL59926750095410125041,21771.80,USD,SAVINGS,ACTIVE,2026-02-08 18:49:33.910
18699,4144,AL95776243603808845042,25503.14,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:33.913
18700,7617,AL28003055015157435043,73182.64,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:33.920
18701,4440,AL41732972880240725044,95660.35,EUR,STANDARD,FROZEN,2026-02-08 18:49:33.923
18702,1481,AL04291697475688875045,58927.72,GBP,BUSINESS,FROZEN,2026-02-08 18:49:33.930
18703,7186,AL36255306667704935046,46764.55,USD,BUSINESS,ACTIVE,2026-02-08 18:49:33.933
18704,9069,AL67299709999577645047,71507.53,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:33.940
18705,3618,AL94046280628435605048,37377.61,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.947
18706,1326,AL60063131719668625049,92597.67,CHF,STANDARD,ACTIVE,2026-02-08 18:49:33.953
18707,2514,AL09764228282276005050,17855.31,CHF,SAVINGS,FROZEN,2026-02-08 18:49:33.957
18708,462,AL30577104487345135051,41958.72,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.960
18709,3313,AL14591805568941905052,87523.74,GBP,SAVINGS,FROZEN,2026-02-08 18:49:33.967
18710,6235,AL32410388764491405053,70745.08,EUR,SAVINGS,FROZEN,2026-02-08 18:49:33.970
18711,5235,AL60055104137951795054,91043.00,GBP,STANDARD,ACTIVE,2026-02-08 18:49:33.977
18712,4875,AL13674167404131135055,97882.20,USD,STANDARD,ACTIVE,2026-02-08 18:49:33.980
18713,6593,AL86727403000179125056,67301.64,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:33.987
18714,8873,AL80216348867528645057,153.12,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.990
18715,6609,AL08639319849052885058,93075.01,EUR,STANDARD,ACTIVE,2026-02-08 18:49:33.997
18716,4616,AL21293790008119985059,62367.24,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.003
18717,2525,AL44900731802062115060,2014.80,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.010
18718,2641,AL69751399794006325061,69254.00,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.013
18719,2597,AL08664469517373935062,59859.33,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.017
18720,9528,AL81870785398464535063,42167.99,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.023
18721,2869,AL66746167143264185064,58604.76,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.027
18722,2159,AL77631050555015245065,89331.52,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.030
18723,2930,AL97635694320724705066,72612.94,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.037
18724,733,AL42490518133661525067,63544.72,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.040
18725,1131,AL51578872380336605068,35654.28,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.043
18726,9234,AL59351539599712495069,26544.92,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:34.047
18727,6409,AL84295045320884455070,93349.06,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.050
18728,3473,AL05464762085986975071,95985.60,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.053
18729,4987,AL08988442656639035072,67785.33,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.057
18730,6485,AL93675140516395105073,63226.40,USD,BUSINESS,ACTIVE,2026-02-08 18:49:34.060
18731,4145,AL36665126982196055074,30392.03,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.063
18732,6223,AL78087153458340795075,28807.55,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.067
18733,790,AL04735670693773635076,5030.02,USD,BUSINESS,ACTIVE,2026-02-08 18:49:34.073
18734,3376,AL54397459832965995077,70511.85,CHF,STANDARD,ACTIVE,2026-02-08 18:49:34.077
18735,6270,AL60144313620594465078,55133.29,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.080
18736,1501,AL85684530956367335079,48982.97,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.083
18737,8851,AL41503401812774595080,37072.56,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.087
18738,1413,AL31479836647678385081,83048.27,GBP,SAVINGS,FROZEN,2026-02-08 18:49:34.090
18739,9288,AL29017801488978255082,70358.36,EUR,SAVINGS,FROZEN,2026-02-08 18:49:34.093
18740,6993,AL60631708916713885083,71339.03,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.097
18741,1092,AL42836355141982615084,73208.92,GBP,SAVINGS,FROZEN,2026-02-08 18:49:34.100
18742,7145,AL87756651051638405085,95428.62,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.103
18743,8817,AL76183738773335445086,8163.94,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.107
18744,6324,AL59813619312389685087,7787.17,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.110
18745,4578,AL59099226006883405088,35907.38,USD,BUSINESS,FROZEN,2026-02-08 18:49:34.117
18746,4681,AL62775872961824115089,97540.20,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.120
18747,7424,AL18834873150315305090,10716.60,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.123
18748,773,AL64774308396231595091,37489.44,CHF,BUSINESS,FROZEN,2026-02-08 18:49:34.127
18749,6207,AL98933240627325925092,89397.45,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.130
18750,5657,AL87792725785983275093,99110.83,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.133
18751,1878,AL87958288075606265094,68007.97,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.140
18752,5509,AL64477995631318755095,66481.21,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.143
18753,1079,AL20230058526676315096,41032.93,CHF,STANDARD,ACTIVE,2026-02-08 18:49:34.147
18754,1954,AL25978685180006135097,35928.47,GBP,BUSINESS,FROZEN,2026-02-08 18:49:34.150
18755,5590,AL42758700346007495098,73463.37,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.153
18756,5245,AL03214061860054635099,55660.38,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.157
18757,7973,AL32903916400836655100,74782.05,EUR,STANDARD,FROZEN,2026-02-08 18:49:34.160
18758,2965,AL88287263953915655101,93289.07,USD,BUSINESS,ACTIVE,2026-02-08 18:49:34.167
18759,1794,AL80669122944485025102,21726.76,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.170
18760,5561,AL72976889587722655103,33272.56,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.173
18761,2657,AL34063282419842005104,625.62,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.183
18762,2889,AL94244373085153985105,32943.89,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.193
18763,7097,AL58401589942352815106,22571.19,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.200
18764,5466,AL56220149849875975107,93859.69,GBP,SAVINGS,FROZEN,2026-02-08 18:49:34.203
18765,4891,AL48687554779376375108,79466.24,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.207
18766,8416,AL03874526697577255109,91318.27,GBP,STANDARD,FROZEN,2026-02-08 18:49:34.210
18767,8451,AL69300771111791315110,57526.43,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.217
18768,4182,AL52343884512702905111,19590.67,USD,SAVINGS,FROZEN,2026-02-08 18:49:34.220
18769,2662,AL15000423592522555112,83003.21,CHF,STANDARD,ACTIVE,2026-02-08 18:49:34.223
18770,4099,AL81471855877325555113,31132.69,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.227
18771,3304,AL31713902371144375114,26502.47,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.230
18772,6938,AL96046961341933305115,5008.24,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.237
18773,7589,AL85945385941591685116,32507.19,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.240
18774,3775,AL88124774889174275117,46782.54,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.243
18775,3284,AL44697731042411075118,5429.26,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.247
18776,1059,AL20420317954969015119,41778.00,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.250
18777,6225,AL04498296120808235120,15251.70,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.253
18778,8443,AL49505205078830155121,72731.59,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.260
18779,6922,AL49440722816577175122,65022.40,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.260
18780,8649,AL05670366916759875123,61316.79,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.263
18781,4936,AL29153066410873215124,45570.69,GBP,STANDARD,FROZEN,2026-02-08 18:49:34.270
18782,1486,AL27744656253592205125,51324.33,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.273
18783,7343,AL72796337847117185126,33847.31,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.277
18784,6847,AL91740043912918445127,11534.71,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.280
18785,1003,AL31035806712047285128,74093.02,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.283
18786,117,AL09493933969971625129,63328.87,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.290
18787,9766,AL33889369286427725130,9382.03,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.293
18788,2376,AL49344025639928895131,75051.01,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.297
18789,4415,AL29941607337707525132,82230.70,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.300
18790,2631,AL92618410345729205133,63834.56,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.307
18791,3588,AL96283067034422325134,24458.43,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.310
18792,7980,AL64786482878089455135,73183.32,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.313
18793,848,AL64396446882420785136,6130.60,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.317
18794,5889,AL35586546726048635137,17564.91,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.320
18795,5315,AL93046857903844525138,1308.13,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.323
18796,8650,AL69285775374381295139,12880.44,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.330
18797,1031,AL33091265818533395140,19781.48,EUR,BUSINESS,FROZEN,2026-02-08 18:49:34.330
18798,4219,AL46411382228408215141,44527.66,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.333
18799,78,AL02623678396256195142,33892.91,CHF,STANDARD,ACTIVE,2026-02-08 18:49:34.340
18800,9472,AL56214924478164145143,44555.55,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.340
18801,6862,AL52022795819228405144,49113.77,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.347
18802,557,AL08264321220914465145,19847.65,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.350
18803,1129,AL81897510538661885146,67313.46,CHF,STANDARD,ACTIVE,2026-02-08 18:49:34.353
18804,9902,AL31515510494210085147,87804.43,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.360
18805,9800,AL58675090239575425148,93285.08,USD,BUSINESS,ACTIVE,2026-02-08 18:49:34.363
18806,3741,AL69049564908099765149,84464.47,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.370
18807,9610,AL88071685822250005150,79676.09,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.373
18808,6269,AL83181189684579755151,82482.10,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.380
18809,1877,AL51972272732331655152,44625.33,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.383
18810,4888,AL86615796978519395153,5307.86,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.387
18811,5787,AL84011039378770925154,61535.38,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.390
18812,7008,AL23293872020884275155,19863.85,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:34.397
18813,8145,AL87580568262529035156,90475.07,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.400
18814,8432,AL15735320710125905157,63510.40,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.403
18815,4941,AL72637622082455825158,96014.71,USD,BUSINESS,ACTIVE,2026-02-08 18:49:34.410
18816,2983,AL70403755093423315159,2387.96,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.417
18817,170,AL39018056999814235160,57024.68,USD,STANDARD,FROZEN,2026-02-08 18:49:34.420
18818,3985,AL14541826374443555161,15658.91,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.427
18819,7401,AL93973288918152545162,25932.43,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:34.430
18820,2242,AL15813788690429215163,80946.04,CHF,BUSINESS,FROZEN,2026-02-08 18:49:34.433
18821,9759,AL98922989373203205164,3665.28,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.440
18822,180,AL70648884370583745165,22950.84,USD,BUSINESS,FROZEN,2026-02-08 18:49:34.443
18823,8304,AL20374660423297575166,74091.71,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.450
18824,9028,AL29246408637553385167,35303.55,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.453
18825,9386,AL85633226862338235168,65102.27,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.460
18826,6397,AL04693259566421275169,17808.95,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.463
18827,5719,AL00254145690647815170,67719.63,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.467
18828,3089,AL71043652043853985171,28773.47,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:34.473
18829,7730,AL84964519912937865172,85876.03,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:34.477
18830,5470,AL98952674582586245173,18938.96,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.480
18831,1429,AL61083375557966585174,97430.36,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.487
18832,6632,AL14513633749225395175,92548.95,USD,BUSINESS,ACTIVE,2026-02-08 18:49:34.490
18833,1103,AL65788086387680685176,2397.92,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.493
18834,8981,AL74738344631455195177,89445.76,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.500
18835,894,AL89186191847692425178,30538.10,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.503
18836,4057,AL34423936305067795179,12597.63,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.510
18837,7631,AL78098351122489635180,98794.21,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.513
18838,7617,AL01483423256701235181,12403.42,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:34.520
18839,3120,AL30693540487706855182,99803.55,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:34.523
18840,6821,AL16036893678215805183,3775.55,EUR,SAVINGS,FROZEN,2026-02-08 18:49:34.530
18841,6336,AL70067570964454445184,70266.52,USD,STANDARD,ACTIVE,2026-02-08 18:49:34.533
18842,915,AL76888762600956675185,59725.21,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.540
18843,6640,AL83485235872966205186,22102.37,USD,SAVINGS,ACTIVE,2026-02-08 18:49:34.543
18844,1155,AL38954912535910025187,81454.62,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.547
18845,9569,AL99437169926393785188,43049.71,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.550
18846,7272,AL63720588167076625189,17116.26,GBP,SAVINGS,FROZEN,2026-02-08 18:49:34.553
18847,9976,AL19860708509805285190,14022.95,GBP,STANDARD,ACTIVE,2026-02-08 18:49:34.560
18848,4372,AL91214666813166145191,94260.69,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:34.563
18849,9316,AL21337161701601985192,97959.23,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:34.570
18850,278,AL14679737276977375193,47884.23,EUR,STANDARD,ACTIVE,2026-02-08 18:49:34.573
18851,3851,AL33795884148294585194,21269.80,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:34.580
18852,6738,AL68487342637381725195,55959.01,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:34.583
18853,2461,AL03666897264604215196,64603.47,USD,STANDARD,FROZEN,2026-02-08 18:49:34.590
